date_key,product_key,location_key,daily_unit_sales,daily_unit_sales_kg,daily_unit_returns_kg,stock_available,stock_out_flag,delivery_time_hours,points_of_distribution,previous_year_sales,previous_year_returns,previous_year_pod,price_per_unit,revenue
20221026,3,13,600,358.27,57,2777,0,7,51,458,59,172,60,36000
20220903,1,32,1752,777.1,25,1835,0,4,155,1821,26,130,25,43800
20220625,2,40,1592,658.22,18,2856,0,8,174,1579,15,192,30,47760
20220208,5,27,889,467.04,51,2264,0,10,124,976,59,163,100,88900
20220619,6,46,561,316.37,54,1260,0,9,146,570,45,86,300,168300
20220904,4,12,1019,420.19,14,1378,0,7,78,989,0,79,70,71330
20220126,1,12,1404,760.68,12,2123,0,10,186,1375,1,90,25,35100
20221221,5,1,671,301.11,40,2445,0,5,93,698,27,176,100,67100
20221102,5,16,1685,1009.73,79,2873,0,11,102,1588,79,98,100,168500
20220113,5,30,1309,632.87,75,1396,0,7,95,1366,64,163,100,130900
20221112,2,8,990,434.08,39,1080,0,6,177,1019,31,89,30,29700
20221109,6,9,525,288.37,71,1028,0,10,65,603,75,75,300,157500
20220205,1,38,1023,579.01,14,2105,0,10,62,968,24,156,25,25575
20220622,4,63,1290,646.91,27,2511,0,9,179,1278,32,95,70,90300
20220120,2,3,549,287.54,27,2608,0,8,119,444,16,55,30,16470
20221117,5,22,1622,680.96,60,1524,0,8,58,1644,51,179,100,162200
20220921,6,19,1420,714.91,60,1503,0,6,152,1448,51,182,300,426000
20220522,2,24,1334,560.4,77,1953,0,11,73,1336,66,149,30,40020
20220523,7,25,638,260.5,55,1150,0,6,123,562,47,51,20,12760
20220402,7,22,1738,746.16,47,2018,0,11,74,1791,57,116,20,34760
20221220,2,48,1357,771.91,30,1178,0,11,93,1358,28,66,30,40710
20221118,5,1,1138,500.93,12,2916,0,6,118,1140,6,143,100,113800
20221015,7,61,1697,766.29,69,1416,0,5,152,1697,59,107,20,33940
20220803,4,27,1912,955.61,54,837,0,4,179,1892,59,116,70,133840
20221208,4,28,1236,645.96,60,1720,0,6,125,1243,66,71,70,86520
20220220,7,34,1728,1014.14,56,868,0,9,65,1587,47,125,20,34560
20220602,5,12,1216,511.18,55,2412,1,11,64,1281,49,112,100,121600
20220705,6,20,1848,881.54,50,1315,0,7,104,1933,58,78,300,554400
20220304,2,48,1256,737.56,58,2904,0,5,191,1264,49,68,30,37680
20220709,3,13,1882,1065.94,32,2353,0,11,66,1964,37,169,60,112920
20220505,6,60,1112,655.92,34,1658,0,8,176,1100,29,56,300,333600
20220530,1,16,1795,878.58,25,2608,0,9,76,1748,11,115,25,44875
20221110,1,18,936,427.96,47,1568,1,8,75,916,44,95,25,23400
20220227,5,51,1266,637.86,40,1295,0,10,140,1342,31,131,100,126600
20221208,7,60,1560,706.69,18,2697,0,9,102,1569,26,60,20,31200
20221101,5,36,932,410.21,28,1340,0,5,157,903,19,64,100,93200
20220629,5,16,743,366.5,59,2327,1,11,188,615,52,99,100,74300
20220619,7,5,617,253.01,18,1901,0,6,88,693,8,187,20,12340
20221122,4,17,1694,779.64,57,1617,0,8,53,1575,54,58,70,118580
20220928,6,20,870,428.04,30,1311,0,10,55,757,27,116,300,261000
20220223,6,24,895,487.43,21,2672,0,9,191,824,15,119,300,268500
20220411,6,3,870,469.35,15,2693,0,10,73,906,8,93,300,261000
20220921,5,32,1343,777.33,37,2730,0,6,165,1351,38,77,100,134300
20220222,3,38,878,421.61,33,2947,0,4,147,949,36,152,60,52680
20220301,4,6,562,265.44,35,2758,0,7,102,421,40,181,70,39340
20220418,3,59,1887,963.92,34,1801,1,6,173,1849,37,116,60,113220
20220105,5,24,1994,1014.6,32,2905,0,6,90,2047,30,74,100,199400
20220413,5,46,1292,658.89,36,2590,1,6,187,1310,25,52,100,129200
20220715,7,54,604,350.26,63,1178,0,4,160,703,73,150,20,12080
20220919,5,60,943,528.81,15,1309,0,8,66,918,18,106,100,94300
20221231,7,37,797,470.5,18,2133,1,4,116,708,6,95,20,15940
20221216,7,11,1801,1000.6,57,837,0,8,141,1862,66,145,20,36020
20220216,5,40,1602,874.19,26,2624,1,8,198,1517,16,59,100,160200
20221221,1,2,614,297.95,22,2215,0,4,188,703,23,60,25,15350
20221107,4,61,1969,837.1,45,855,0,8,79,2058,32,84,70,137830
20221104,7,41,1344,649.88,40,1903,1,8,124,1261,50,107,20,26880
20220524,7,61,1616,897.16,21,1039,0,4,147,1480,19,168,20,32320
20220926,2,1,1815,896.54,33,1916,0,7,192,1693,36,82,30,54450
20220504,2,52,1799,1056.2,21,1464,0,8,158,1869,27,171,30,53970
20220416,1,47,862,456.1,14,2894,0,9,116,901,12,86,25,21550
20220607,1,42,1642,884.51,17,1609,0,9,175,1588,12,185,25,41050
20220527,7,57,1930,899.02,29,965,0,8,154,1931,28,125,20,38600
20220525,1,8,1002,548.14,48,1774,0,5,165,940,57,111,25,25050
20220430,3,40,709,385.9,17,2826,0,4,125,565,22,197,60,42540
20221115,7,56,632,286.78,18,2343,0,6,127,694,24,124,20,12640
20221002,3,30,1627,666.94,40,1689,0,9,72,1682,27,184,60,97620
20220402,3,31,1641,770.38,12,1867,0,9,66,1683,13,148,60,98460
20220227,7,13,1351,747.47,68,2806,0,6,151,1382,70,83,20,27020
20221212,1,34,1495,815.54,26,1122,0,6,113,1513,22,55,25,37375
20220817,7,32,1283,555.2,27,2572,0,9,104,1255,21,70,20,25660
20220427,2,61,792,351.93,33,2032,1,10,171,869,33,122,30,23760
20221114,1,15,1535,699.76,72,1394,0,10,137,1556,82,189,25,38375
20221006,3,24,1813,801.13,40,2922,0,7,124,1885,49,65,60,108780
20220507,4,4,1946,809.54,46,1372,0,4,152,1836,51,156,70,136220
20220509,1,18,1374,770.8,75,964,0,9,176,1282,67,55,25,34350
20220227,2,48,1029,532.13,20,1875,0,4,80,911,14,159,30,30870
20220502,4,12,1104,530.66,26,2677,0,7,55,961,16,167,70,77280
20220101,1,44,1100,457.27,64,1027,0,9,193,963,59,169,25,27500
20220827,2,5,1863,1096.15,17,1902,1,5,199,1918,11,140,30,55890
20221017,4,8,640,314.11,14,1550,0,4,143,514,9,61,70,44800
20220406,2,48,1679,871.87,52,2675,0,4,170,1554,53,123,30,50370
20220506,5,62,862,387.52,52,933,0,5,71,858,39,174,100,86200
20220428,4,26,1602,796.22,60,1929,0,9,85,1517,59,60,70,112140
20220217,7,39,767,328.03,48,2624,1,4,107,684,35,177,20,15340
20220330,6,21,1810,806.08,19,1610,0,6,105,1848,19,64,300,543000
20220825,5,12,1127,644.41,19,2918,0,5,165,1123,6,51,100,112700
20220929,3,59,583,267.73,35,1089,0,6,179,471,26,110,60,34980
20220708,1,10,970,464.54,77,2464,0,4,73,1057,84,73,25,24250
20220711,4,7,1455,836.47,64,1505,0,9,114,1315,64,92,70,101850
20220310,5,16,1688,699.76,67,2825,0,10,91,1695,68,75,100,168800
20221005,3,57,1894,1039.96,11,1107,0,9,83,1885,5,178,60,113640
20221215,1,3,1084,507.15,62,1704,0,9,195,981,63,92,25,27100
20220904,3,9,1690,834.39,15,1583,0,8,174,1710,4,111,60,101400
20220317,5,17,1851,741.92,75,2186,1,11,181,1915,82,126,100,185100
20220603,6,4,1925,1074.14,75,2822,0,4,91,1941,77,160,300,577500
20220524,5,43,940,408.75,31,1035,0,4,183,922,40,58,100,94000
20220327,3,36,559,255.48,60,968,0,5,63,496,67,128,60,33540
20220704,1,16,1551,709.51,71,1225,0,10,131,1642,72,50,25,38775
20221012,1,14,776,446.16,24,2952,1,9,82,779,28,110,25,19400
20220808,2,45,1789,882.83,74,1339,1,11,158,1783,68,162,30,53670
20220310,7,20,1408,771.44,37,1321,0,8,108,1331,43,79,20,28160
20220216,2,27,1543,782.45,11,1689,1,4,83,1601,12,143,30,46290
20220404,6,13,1801,866.28,11,1231,1,10,102,1730,14,123,300,540300
20220826,3,59,1848,845.96,28,2739,1,4,123,1851,30,159,60,110880
20220723,1,10,1638,678.7,51,2446,1,4,68,1560,45,119,25,40950
20220806,7,43,976,404.44,39,2613,1,10,75,907,41,72,20,19520
20221207,2,19,1570,762.24,75,2932,0,5,108,1630,70,145,30,47100
20220208,2,35,1449,639.27,37,1955,0,5,124,1536,42,189,30,43470
20220410,4,29,1412,819.17,75,2097,0,9,103,1482,78,177,70,98840
20221016,7,7,1733,706.3,72,1022,0,7,135,1625,79,194,20,34660
20220911,4,34,998,410.82,71,2099,0,10,159,896,62,185,70,69860
20220810,5,34,1527,870.55,53,1004,0,7,125,1555,51,97,100,152700
20221223,6,58,1267,520.35,48,2265,0,5,59,1242,37,107,300,380100
20220123,2,57,641,273.9,24,1562,1,11,92,734,15,52,30,19230
20220907,7,34,1791,821.29,25,1757,1,6,82,1862,24,64,20,35820
20220110,3,13,1349,769.05,32,2286,0,7,95,1386,37,124,60,80940
20220903,1,33,656,279.78,71,2674,0,7,82,685,57,95,25,16400
20221121,4,61,572,233.41,66,2343,0,11,165,612,62,199,70,40040
20220410,1,55,1654,795.41,63,1137,1,4,160,1690,49,76,25,41350
20221017,7,62,1470,701.83,14,1070,0,8,168,1495,5,180,20,29400
20220629,6,37,828,448.63,50,2856,1,6,100,865,41,87,300,248400
20220811,4,57,1925,924.7,60,2762,0,7,177,1921,61,149,70,134750
20220907,3,38,647,370.47,71,1067,0,6,113,547,64,138,60,38820
20220527,2,13,1878,934.15,58,2663,0,4,196,1956,60,167,30,56340
20220406,3,20,933,448.58,42,2223,0,10,63,813,29,160,60,55980
20220914,7,19,1706,860.42,43,1787,0,9,166,1701,53,117,20,34120
20221121,5,1,883,467.65,73,1463,0,6,64,974,75,122,100,88300
20220104,2,48,1575,893.21,37,1542,1,11,102,1470,36,168,30,47250
20220116,6,62,1577,707.99,40,1052,0,9,86,1559,48,92,300,473100
20221007,1,27,1986,924.24,61,1673,0,10,158,2026,64,93,25,49650
20221202,2,12,1958,910.28,42,1638,1,11,119,2029,46,81,30,58740
20220904,2,52,585,320.14,66,1497,1,4,70,622,57,83,30,17550
20220915,4,34,1686,882.73,15,1906,0,10,167,1561,11,127,70,118020
20220609,1,12,1158,597.75,24,1665,0,5,141,1134,12,122,25,28950
20221206,3,54,1832,1064.38,68,1899,0,8,171,1722,55,75,60,109920
20220601,1,40,1679,748.2,38,1790,0,5,138,1603,43,75,25,41975
20220627,6,33,1211,667.88,36,1670,1,7,90,1147,28,64,300,363300
20220612,6,61,1049,528.36,65,2157,1,6,79,1145,53,80,300,314700
20220202,3,25,1242,690.96,57,1594,0,4,66,1099,61,96,60,74520
20220628,1,18,1260,568.31,22,2044,1,7,162,1315,9,67,25,31500
20220411,7,2,707,369.5,19,1241,0,5,73,602,14,149,20,14140
20220925,3,52,1125,644.12,36,1888,0,8,50,991,29,159,60,67500
20221119,2,17,894,533.21,68,1529,0,8,58,856,68,119,30,26820
20220306,3,7,884,485.29,79,1604,0,5,177,810,85,85,60,53040
20220617,6,37,787,418.66,73,2907,0,4,82,850,59,108,300,236100
20221126,2,13,1487,870.69,50,1232,1,4,61,1519,37,183,30,44610
20220212,6,19,1972,851.32,10,1115,0,5,51,2000,-3,194,300,591600
20220213,1,40,1889,852.57,26,2378,0,7,86,1944,27,64,25,47225
20221012,1,10,916,488.87,20,1537,0,11,194,891,6,110,25,22900
20220112,5,8,1038,454.31,70,2004,0,8,129,1004,77,101,100,103800
20220405,3,41,972,483.92,45,1292,0,6,154,843,34,166,60,58320
20221029,3,35,1379,555.33,36,2159,0,5,170,1252,28,171,60,82740
20220910,5,54,580,263.28,35,2244,0,11,134,492,37,193,100,58000
20220830,6,12,878,397.39,52,1811,0,10,186,768,50,103,300,263400
20220204,6,37,1115,584.02,70,2366,0,11,60,1055,74,177,300,334500
20220803,1,34,1187,489.43,56,2672,1,9,156,1239,58,99,25,29675
20221203,3,10,1348,675.19,21,1795,0,6,107,1233,9,106,60,80880
20220331,4,44,1156,653.17,77,2356,0,6,116,1144,76,59,70,80920
20220921,6,36,1331,571.93,78,2516,0,4,157,1237,79,72,300,399300
20220403,6,35,628,363.83,73,1400,0,8,171,639,80,63,300,188400
20220331,4,62,916,413.3,12,2558,0,4,171,790,17,137,70,64120
20220425,2,31,1790,796.62,69,2704,1,9,93,1747,79,126,30,53700
20220415,5,13,1497,686.05,60,2533,0,10,161,1552,70,101,100,149700
20220715,4,11,971,406.87,50,1363,0,7,136,963,48,118,70,67970
20221110,5,60,1643,939.38,70,2524,0,7,195,1648,57,102,100,164300
20220424,1,57,1274,612.76,78,931,0,4,170,1178,83,171,25,31850
20220316,6,13,1396,818.18,48,2611,0,8,176,1279,36,131,300,418800
20220805,2,15,1585,651.87,51,2041,0,6,65,1470,44,127,30,47550
20221004,4,6,1392,629.03,33,2482,0,9,134,1326,24,121,70,97440
20220906,2,6,1309,725.65,34,2556,0,7,138,1180,41,143,30,39270
20220613,6,49,1607,855.56,60,1776,0,8,170,1483,58,53,300,482100
20221223,2,61,1353,647.43,46,2392,0,9,68,1338,37,63,30,40590
20220711,1,17,1044,570.92,73,2101,0,4,76,1128,72,94,25,26100
20220815,7,35,1531,635.11,27,2632,0,6,129,1614,21,131,20,30620
20220626,7,47,1332,728.56,63,2518,0,5,166,1338,73,160,20,26640
20220409,5,10,1669,936.56,25,1546,0,11,138,1610,30,199,100,166900
20220205,2,36,1319,783.81,25,2596,0,6,82,1299,14,99,30,39570
20220406,5,27,1963,801.28,59,2914,0,6,72,1833,52,103,100,196300
20220601,6,43,1661,751.67,25,1116,0,4,167,1662,19,51,300,498300
20220531,7,35,1701,936.68,52,2796,0,4,172,1795,40,118,20,34020
20220709,3,2,568,230.77,39,1012,0,11,86,462,37,126,60,34080
20220812,1,20,1811,1073.81,52,1568,0,6,116,1713,59,64,25,45275
20220206,6,44,1755,919.91,39,2631,0,5,170,1633,31,52,300,526500
20220925,2,4,791,450.05,24,1519,0,7,126,731,30,127,30,23730
20220702,1,11,1281,654.38,77,1699,0,10,58,1329,75,109,25,32025
20220113,7,10,1321,772.07,46,2188,0,6,99,1298,38,50,20,26420
20221006,5,13,1819,1067.27,75,2954,0,9,117,1845,78,186,100,181900
20220805,4,28,1397,744.68,79,2605,0,7,105,1280,66,81,70,97790
20221221,6,20,933,397.2,70,1987,0,7,87,873,71,110,300,279900
20221227,3,50,673,295.64,70,1326,0,8,168,731,56,66,60,40380
20221013,7,62,933,494.12,31,886,0,8,71,969,26,54,20,18660
20220930,4,30,1261,663.91,55,1027,1,7,89,1355,52,95,70,88270
20220303,7,4,1609,728.43,30,1059,0,6,101,1477,38,77,20,32180
20220325,4,62,569,303.91,25,1998,0,8,141,578,18,93,70,39830
20220805,5,42,654,342.05,35,2225,0,11,80,654,44,146,100,65400
20221208,2,50,1434,691.72,72,1673,0,6,143,1459,80,60,30,43020
20220706,1,6,816,459.18,77,1989,0,10,50,786,83,135,25,20400
20220119,6,5,819,349.18,71,1516,0,6,193,774,75,94,300,245700
20220626,1,22,1692,850.16,16,1505,0,10,126,1561,18,156,25,42300
20220410,2,21,1002,475.88,65,1001,0,7,176,902,69,163,30,30060
20220821,7,42,1787,906.2,16,1933,0,11,199,1884,2,183,20,35740
20220317,2,49,665,384.08,20,2030,0,10,150,654,15,165,30,19950
20220922,4,10,1696,844.76,37,2734,0,6,146,1746,29,104,70,118720
20221011,7,57,1482,679.44,53,1102,0,11,87,1444,61,64,20,29640
20220725,4,43,1146,566.77,58,2579,0,10,189,1152,47,197,70,80220
20220811,2,30,1574,901.43,45,1267,0,8,158,1555,41,183,30,47220
20220221,3,7,1172,554.01,38,1712,0,7,104,1126,47,196,60,70320
20221205,3,30,1402,807.53,47,1277,0,9,73,1259,51,117,60,84120
20220524,6,28,632,365.94,39,1533,0,9,52,611,39,56,300,189600
20220310,4,56,1904,837.89,50,1794,0,11,81,1793,51,62,70,133280
20220409,3,7,1714,973.08,44,1352,0,8,60,1813,37,180,60,102840
20220125,6,13,1859,1086.61,34,2072,0,7,97,1940,32,51,300,557700
20220222,2,46,1611,916.03,36,2059,0,10,183,1681,25,187,30,48330
20220531,1,29,991,442,32,860,0,10,119,953,31,70,25,24775
20220524,1,9,993,591.78,19,1561,0,10,82,1032,25,96,25,24825
20220226,7,21,1106,470.56,74,2392,1,7,112,1130,84,119,20,22120
20220208,3,43,1659,873.22,14,2003,0,10,70,1531,1,154,60,99540
20220419,1,43,1077,524.63,58,2625,0,5,174,1115,46,90,25,26925
20220630,6,62,1197,553.92,19,2449,0,11,85,1250,11,146,300,359100
20220211,3,17,1618,836.79,77,2085,0,11,52,1667,78,174,60,97080
20220705,6,29,753,308.34,61,1635,1,5,164,797,68,115,300,225900
20220811,6,26,1357,807.07,59,1264,0,7,68,1392,63,122,300,407100
20220502,5,38,1519,813.93,34,1862,0,4,172,1402,20,110,100,151900
20220513,6,21,1830,1087.35,18,2003,0,8,117,1922,7,187,300,549000
20220612,6,18,1731,883.21,70,2201,0,6,112,1721,56,100,300,519300
20220803,1,5,1520,824.45,57,2755,0,9,65,1562,47,68,25,38000
20220809,5,43,1749,706.42,50,2226,0,8,114,1782,43,75,100,174900
20220823,2,54,859,377.62,66,1140,0,10,132,867,56,187,30,25770
20221127,2,10,1323,633.71,42,2033,0,4,167,1216,45,129,30,39690
20220526,4,38,979,542.57,42,2800,0,10,83,977,43,177,70,68530
20220827,4,35,1223,578.97,65,1935,0,10,61,1175,66,110,70,85610
20220317,7,35,1069,463.57,16,2057,1,10,135,1036,7,137,20,21380
20220109,7,45,648,272.39,41,1909,0,4,163,565,28,115,20,12960
20220315,4,11,1408,624.06,63,1284,0,6,173,1353,56,171,70,98560
20220910,5,2,743,345.89,57,2196,0,10,108,786,56,157,100,74300
20220818,1,36,710,370.83,48,2005,0,6,78,609,50,149,25,17750
20220107,2,62,1187,619.33,65,1740,0,10,193,1269,69,183,30,35610
20220623,6,38,1125,668.12,70,1475,0,8,86,1086,78,174,300,337500
20220521,2,63,1179,584.65,11,2463,0,8,50,1236,0,87,30,35370
20220617,7,9,742,367.55,40,945,1,7,136,712,28,138,20,14840
20220619,1,9,974,425.57,72,2103,0,9,143,958,64,129,25,24350
20221010,5,10,1163,564.91,49,2700,0,8,53,1192,36,66,100,116300
20220502,4,32,840,338.09,57,1216,0,10,183,833,60,120,70,58800
20220713,7,17,917,523.14,62,1055,0,11,119,871,62,90,20,18340
20220105,2,29,680,382.53,79,2296,0,11,183,616,69,181,30,20400
20220129,1,42,981,513.72,47,2400,0,10,79,897,43,148,25,24525
20220614,7,3,1765,909.15,51,1868,0,10,189,1689,40,141,20,35300
20221205,7,32,1715,948.98,34,1079,1,7,164,1807,29,151,20,34300
20220516,4,59,1518,703.44,33,2861,0,7,183,1484,39,102,70,106260
20221231,1,4,1029,616.81,68,1526,0,5,101,1122,68,180,25,25725
20221117,6,31,1107,502.21,79,2714,1,11,50,1003,68,60,300,332100
20221208,3,58,1448,675.87,34,2590,0,10,111,1522,24,94,60,86880
20220525,3,53,847,434.52,70,2477,0,5,184,741,57,176,60,50820
20221123,5,2,1766,776.27,22,887,1,11,89,1626,11,63,100,176600
20220805,5,11,1198,482.86,62,1792,0,11,61,1151,60,142,100,119800
20221028,3,47,1229,594.72,56,1475,0,7,150,1259,59,171,60,73740
20220512,4,35,1687,1004.77,49,2915,0,4,184,1595,51,52,70,118090
20221019,3,56,806,322.47,63,2395,1,8,130,822,55,188,60,48360
20220311,4,62,1451,720.68,51,1922,0,8,125,1490,39,86,70,101570
20220909,7,40,1145,547.69,17,2996,0,10,192,1001,25,92,20,22900
20221002,5,46,924,546.24,66,2923,0,7,79,937,66,56,100,92400
20221230,5,13,1049,506.29,24,1033,0,6,142,1045,14,101,100,104900
20220701,7,32,818,340.15,66,2083,1,6,129,878,55,181,20,16360
20220616,4,56,1778,952.16,76,1467,0,6,180,1806,83,98,70,124460
20220401,2,8,562,282.47,32,2510,0,7,52,561,39,137,30,16860
20220721,2,42,1568,790.44,46,1186,0,8,75,1646,47,121,30,47040
20221212,7,62,1740,865.84,31,1129,1,10,136,1788,21,178,20,34800
20220119,3,34,813,341.82,71,859,0,4,52,799,64,101,60,48780
20220208,5,49,1045,561.53,69,2958,0,8,177,909,66,84,100,104500
20220506,6,3,1118,542.23,76,2979,0,4,147,1099,82,97,300,335400
20220622,7,28,1524,902.43,21,1867,0,5,74,1493,12,168,20,30480
20220521,6,28,973,578.7,19,986,1,6,57,868,20,78,300,291900
20220830,3,19,1282,755.65,32,974,0,5,116,1248,20,80,60,76920
20220808,4,9,1679,674.7,37,1132,1,11,192,1635,26,99,70,117530
20220506,5,34,527,274.69,31,2505,0,7,179,472,32,135,100,52700
20220227,1,22,1988,982.54,76,1538,0,4,59,2003,81,157,25,49700
20220528,3,22,1688,890.49,73,2907,0,11,166,1562,74,196,60,101280
20221113,1,45,1467,851.06,53,2115,0,8,179,1537,52,79,25,36675
20221227,2,51,1727,764.97,21,1706,0,11,123,1628,12,121,30,51810
20220101,2,49,1340,650.2,37,1787,0,9,64,1311,29,113,30,40200
20221214,4,5,1004,588.66,45,2337,0,11,127,1077,34,116,70,70280
20220709,3,43,1943,784.82,72,2356,0,10,170,1928,72,199,60,116580
20220710,4,47,904,392.36,46,2394,0,7,55,952,41,139,70,63280
20221108,1,17,1784,827.61,55,1340,0,11,72,1768,56,102,25,44600
20220427,3,40,1363,633.38,14,1431,0,10,50,1406,6,55,60,81780
20220514,3,54,1887,1072.33,59,1813,0,4,89,1954,54,94,60,113220
20220227,3,13,1722,790.15,36,2243,0,11,73,1609,41,161,60,103320
20220213,6,26,715,406.4,63,2132,0,7,76,650,56,176,300,214500
20220622,4,59,864,483.54,73,1044,0,7,190,803,80,174,70,60480
20220609,7,24,1036,619.99,27,1460,0,4,135,1124,15,194,20,20720
20220622,3,54,1788,791.82,53,2354,0,9,143,1690,56,95,60,107280
20221113,1,9,1057,557.54,72,1310,0,10,163,1025,76,124,25,26425
20221030,6,44,1773,1040.12,68,2680,0,9,128,1858,67,169,300,531900
20220529,1,1,1241,539.75,24,1367,0,10,165,1333,26,127,25,31025
20220321,1,62,1172,505.86,30,2586,0,5,164,1225,27,79,25,29300
20220801,3,6,1808,988,21,2183,0,9,177,1805,15,110,60,108480
20220722,1,29,979,399.08,22,2872,0,9,136,938,27,72,25,24475
20220909,1,52,1137,493.76,21,1374,0,5,89,1230,24,153,25,28425
20220817,7,33,1045,587.32,69,1996,1,9,182,1051,67,77,20,20900
20220613,5,7,1005,555.14,71,1989,0,7,135,973,64,136,100,100500
20220815,7,62,1001,531.44,24,1400,0,8,186,855,19,199,20,20020
20220527,4,53,1374,657.87,58,1331,0,7,149,1261,56,184,70,96180
20220120,1,11,1915,1127.02,20,1617,0,6,178,1859,12,113,25,47875
20220216,1,59,1655,716.74,37,1584,0,7,107,1532,43,128,25,41375
20220821,2,13,959,460.76,43,1892,0,9,169,854,37,106,30,28770
20221101,7,26,1492,839.38,36,909,0,5,100,1446,28,136,20,29840
20220114,2,30,1591,815.96,51,2501,0,11,75,1538,40,68,30,47730
20220523,2,26,1840,1006.74,59,1321,1,9,57,1792,48,67,30,55200
20220101,6,34,671,345.07,76,1849,0,5,97,589,76,103,300,201300
20220223,4,6,961,565.38,24,2230,0,10,148,1023,20,102,70,67270
20220916,5,21,1483,668.36,72,1964,1,6,58,1393,81,135,100,148300
20220524,6,61,1894,774.69,33,2200,0,9,145,1822,26,96,300,568200
20220112,7,36,1325,630.41,14,2971,0,9,187,1274,17,160,20,26500
20221126,7,43,1992,1003.84,69,1985,0,7,144,1994,73,91,20,39840
20220812,2,25,1013,450.31,26,1420,0,5,142,1102,30,161,30,30390
20220929,7,60,820,418.3,71,1052,0,4,60,783,66,139,20,16400
20221224,2,40,1259,691.48,29,1229,0,9,146,1189,17,97,30,37770
20220605,6,36,1808,734.54,27,1332,0,6,144,1719,29,174,300,542400
20220108,6,14,1269,633.5,51,1996,0,8,96,1365,37,98,300,380700
20220502,3,6,1647,966.23,43,1005,0,7,148,1655,44,172,60,98820
20221214,4,27,1630,740.32,74,2724,0,9,66,1502,65,52,70,114100
20220613,4,5,1944,944.52,24,2238,0,5,83,1908,11,164,70,136080
20220331,2,47,1024,579.94,50,1571,0,7,59,1097,36,175,30,30720
20220516,1,16,633,317.21,21,1385,1,10,85,592,8,161,25,15825
20220705,3,16,1217,578.17,76,1749,1,4,190,1190,84,81,60,73020
20221112,7,18,1982,1128.37,33,1420,0,5,148,1887,43,105,20,39640
20220627,1,18,1431,700.72,28,1530,0,5,52,1529,19,156,25,35775
20220128,1,23,1947,940.2,29,1681,0,6,96,1834,19,195,25,48675
20220808,3,47,658,372.77,46,2651,0,10,160,635,42,79,60,39480
20221223,7,29,1638,741.22,47,2038,0,6,52,1729,43,169,20,32760
20220210,4,24,1475,681.38,20,2916,0,11,127,1475,7,154,70,103250
20220816,1,10,631,365.13,26,1156,0,4,97,722,28,85,25,15775
20220711,5,46,912,509.85,53,1997,0,4,70,805,49,118,100,91200
20220525,1,53,825,373.75,76,948,0,11,150,736,85,189,25,20625
20220720,1,23,1801,846.42,16,1609,0,8,112,1821,19,76,25,45025
20220731,4,50,1319,649.57,25,1941,1,9,164,1413,18,191,70,92330
20220808,7,2,1945,921.56,56,1020,0,8,119,1916,61,159,20,38900
20220828,7,47,926,457.84,65,2978,0,6,149,803,75,106,20,18520
20220215,7,3,1704,980.28,25,2681,0,5,122,1617,24,199,20,34080
20220204,7,63,1275,721.71,58,2487,0,7,160,1310,55,102,20,25500
20220910,6,22,605,347.71,57,2798,0,6,159,487,50,149,300,181500
20220323,5,43,1330,632,36,870,1,11,129,1364,34,187,100,133000
20220913,4,41,1466,614.03,62,2037,0,9,162,1563,49,52,70,102620
20220716,2,56,1270,532.39,40,2740,0,10,138,1317,26,69,30,38100
20221030,4,28,1501,831.59,38,1405,0,8,120,1469,25,176,70,105070
20220110,4,48,1828,1039.84,39,2649,0,8,106,1744,39,103,70,127960
20221108,1,21,1220,524.28,46,2959,0,5,127,1145,34,175,25,30500
20221013,6,6,512,237.9,53,2003,0,11,199,597,40,109,300,153600
20220830,2,51,1789,837.86,30,2228,0,7,117,1800,37,58,30,53670
20220908,4,32,529,245.12,54,1796,0,9,156,422,60,56,70,37030
20221231,5,19,1588,727.69,54,2089,0,11,136,1578,48,65,100,158800
20220105,4,10,1819,1030.28,29,2589,0,10,151,1790,29,88,70,127330
20220429,1,13,1641,780.45,63,2117,0,9,114,1640,71,150,25,41025
20221016,5,24,1311,707.47,52,1321,0,5,165,1178,50,96,100,131100
20220306,1,50,1882,1125.01,62,2392,0,5,84,1908,57,82,25,47050
20220526,7,11,870,384.61,18,2507,0,7,182,756,6,135,20,17400
20220812,5,51,973,573.34,49,1969,0,9,115,1069,59,143,100,97300
20220827,1,22,632,326.39,67,2685,0,7,82,579,74,64,25,15800
20220626,2,56,613,286.55,64,2993,0,9,59,487,54,183,30,18390
20220924,4,24,1334,645.96,52,2395,0,9,117,1413,39,89,70,93380
20221207,6,13,1632,883.85,75,1705,0,8,125,1724,82,88,300,489600
20221009,4,62,1392,772.26,43,2723,0,5,57,1380,41,137,70,97440
20220304,6,42,1295,700.95,36,1885,1,4,73,1357,26,143,300,388500
20220805,4,48,1954,932.62,57,1586,0,9,130,1932,64,68,70,136780
20221208,6,61,563,256.23,75,2757,0,6,73,576,69,89,300,168900
20221111,6,34,701,338.77,32,834,0,10,102,637,20,146,300,210300
20221010,5,38,1915,1119.05,57,1545,1,10,115,2010,47,122,100,191500
20220626,3,42,1341,736.1,12,843,0,7,142,1231,4,132,60,80460
20220408,6,32,1856,919.27,30,2614,0,7,191,1937,28,52,300,556800
20220415,2,3,1477,876.51,56,2861,0,10,99,1500,46,52,30,44310
20220409,7,53,1190,668.55,77,2214,0,7,169,1152,74,135,20,23800
